"eventID","occurrenceID","measurementType","measurementValue","measurementRemarks"
"SCBI_014.20210607","7f6babfa-7a8c-40ad-9858-80432108cea9","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","a75514e8-6aa5-4265-8aec-783c50f4c9a1","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","39e003ae-feda-475f-932f-5d9c93882606","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","b069887c-0661-4091-b91d-bbbe77bbc828","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","3927720b-d86c-45b5-b1dc-61452cd00a65","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","2fa1d5ca-7319-4547-9cc7-f8d9c0042556","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","9cbc6614-29bc-44a2-a34f-4044ecd4eae9","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","3370dca4-bd9b-4d48-9213-d6eae3f7db2b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","293918eb-a433-4862-b097-af034b5da5cc","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","db426d86-c5af-4d33-89de-7780369e5144","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","c0f682e5-7128-4cce-b63c-e93f60313974","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","39a6c048-d02c-4a2d-b5c9-2b19f038aa5f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","558e6e77-e791-42e5-89ca-a2d04b702f9d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","89f50e37-aeb2-4133-92e6-a955e23b4cbd","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","3550475f-ff45-4ca1-8533-834627374183","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","a7f49249-9c3c-4a71-9c4c-91f1a634b0b5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","522697be-98b4-4b96-bea7-b753f2e1e773","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","757dc498-5095-45e4-810e-168ece1b3832","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","d4290a6b-756c-458c-8a98-aa03891c95e8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","10f4f68b-f57e-4540-835f-aac452ba5342","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","dc17fab0-9d5d-45f8-a988-fb3cdde672e1","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","97713ff5-d0f9-4d35-baa7-4ea1ad67e79a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","e5cd39e5-bcfb-4a03-83fc-7a2a76ddcc12","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","657c37c8-19b8-42c4-b203-eb8b31290f28","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","4cb8fc85-0193-46d7-bd40-4bdc991d8e53","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","3287c597-4ec7-483d-a84a-e9f15eefff35","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","99da29f3-fa4b-4bf6-9ab2-e9202343f40c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","057dc7f7-da8a-4ba4-9b7d-d16d3d68fba3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","daa8e2b6-870c-4d7c-a12e-9d76177545ce","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","90c8b974-cf41-4ee4-869a-63319aa89528","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","9a6e6a19-ccdd-4d45-a66f-9b2787573a7e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","61537a1a-0e3f-40d3-b1af-2e074855d3ab","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","0617cd1c-b689-4cbe-ab49-51f5fab69198","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","36e90d7d-710b-4aa4-b698-57d2497f33ab","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","7b6a416a-0e04-44d5-8e74-deebdb7cc34c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","373a38df-9ad1-4b69-be21-fc69a921a6b1","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","ed25dd59-0e20-4397-9de3-69c74e284f64","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","a9249366-ec89-46bf-ab9d-036e14fd11d6","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","d3d39b6d-2fda-42d1-95ef-3c5233d0e001","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","d0cd53e5-0438-4ef6-8646-b3bd0ce0a0db","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","83c06e82-3d2e-4a8e-80ab-bd86ff288f37","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","59e16284-e107-4c5b-be8b-cad6325293f6","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","dea3b27b-6484-4a43-951b-7b7d233ee9da","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","9c9f1713-57ff-4189-9bc1-68569a4c890d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","16c783dc-d2d7-418e-9af3-9dcb48dde1d0","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","6a21d536-8a26-4256-a0f5-de79da3b933b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","0c6a83ca-03b5-43a7-8c35-18bb6bf44da0","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","bb2416bc-aa39-4f5f-a97e-8e588eaec013","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","b97bfad4-ccf8-4fec-913c-cd57bd090715","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","6682fcc1-827d-4639-805e-21bddc769e4e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","8264733f-0e41-4144-bdff-6e6225274c39","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","fb3406a6-6204-4854-80bf-7c0e12d87e6e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","b2f1b7b0-e294-424f-bd6b-2b2ee78d6bae","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","0066d2d4-17ba-43fe-b832-1c7192e123bc","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","abb96105-2911-46a0-9fef-4b22dcc7c966","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","ae99334b-d173-492a-bc46-0f6b6e4e53f0","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","a8106f31-7b9f-4ff3-9f0c-dccf9e29d7ce","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","600967db-f90a-44c7-8cc1-3752da96e3bc","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","b95ccac1-6174-4cb7-8c76-5530e0db1cd6","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","6d3fadbe-fb6d-4a4a-a7ef-ce76e4de9bcd","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","8db657f8-962f-4df4-bae2-140440011d0b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","f74501a0-1119-4d10-b331-27f32d9c7290","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","e5348ebb-845b-4f80-9a5a-39aef7362faa","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","3723566e-02e6-416d-871e-35526e9ad64c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","7a8c3035-d5ea-4e95-a88e-0fa08adfb08e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","394ae356-a762-46a3-bb57-d9d231e2d85c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","53a6a7a9-7239-4294-b179-88ebbef6e439","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","4dccb5f0-b2e7-4a74-9f58-0c3d4b290fab","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","313631c7-c37f-49b4-aded-548422f879b8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","856c4fd6-5283-435d-9b3d-e3a6ac65f08c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","5c0f7bc5-aaaf-42d0-9d7f-373ee2fa62f3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","6e97cdbf-e488-4664-9f01-6b1e2f68bccc","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","7a6466d4-2e26-419a-9067-455e09fa8b72","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","8791d838-02b8-4304-80f1-e0bc6d1fd967","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","9ea49501-33de-4dd7-81bc-7735afeeacf4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210621","2a66debc-a4eb-449d-a14c-b5e0ab51e077","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","d7e55289-3d43-4a88-9e1d-68066927ca08","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","aad5ae1e-1d4f-4216-929b-81c8fd5efaf7","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","8eefeab3-111e-4658-b4d3-fc2c0f4b909a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","79a3538d-71ef-48f9-a981-5e5521b90fd6","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","6d6a62d8-5331-4635-bc62-46ce6ecc4446","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","801e0973-354d-42e7-9a34-9e49761075a2","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","b333eec2-5afd-4d66-b2ee-7e707fa02ee4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","617b7409-d6fc-4e92-9377-4aa26f176480","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","f9744dbc-38a9-4d8f-8885-eb3c784ab3cf","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","6f3ebd74-ec83-479f-bc00-0147af6f4860","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","19aeebb7-607b-4233-8a68-49bdec5f5f29","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","567a04b5-729b-4b02-b9a0-4d8eb0c7014f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","9e96ce3c-2d80-40fb-9ed2-117382782e85","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","d55e85b9-609f-4794-a0dd-c40fd253bea5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","988bd165-6d4c-4a5a-b288-07d3a135670b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","24fc0e69-9f02-48e4-942c-e17838978894","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","06046c23-039c-4478-94c6-45afa711f0de","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","affd9ce3-21a9-4322-9166-79d194894f6c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","d636aeef-ead3-4a43-83e0-8171c1ff661a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","911e4628-aa19-4726-a63c-2e6fcaf26b32","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","c064fac8-642f-4026-b569-cd456a870883","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","b3f02f49-e5c1-485f-84a2-b82708496b5b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","11635f8f-fe4f-4fff-9623-2244b2e1fed5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","4db504c8-cb73-405e-b5da-da778132e0d5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","e7e88aee-5613-4312-aded-9083e4aaefe4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","5808eb41-8488-4900-a0b2-dfe8dd30f524","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","962374f9-1f6e-4331-8486-b7f124ab8d7b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210714","79bc982c-8dfa-4823-8f57-00a36835bdb9","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210802","db2c4709-ca58-45b3-a51d-fa8ecc2f7fb3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210802","b662fe8b-7095-4ff0-8758-5b367b2bc24d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210802","8d84e4d7-8161-4b46-a81f-923c4c63b976","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210802","9a7ed0fd-debc-4e9b-a28b-3f40c15dea8f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210802","2055a43b-34a3-4113-bf77-0e918fae282b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210802","7162e0a5-1818-465a-b44e-0173bcc3f570","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210802","94f4de62-a23a-4d17-b820-9996ebce2eb4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","3ae65c78-bca1-4052-94f2-795825109962","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","9f24137b-d45e-4c3a-af88-acffb9f3c6f6","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","8290097a-30e1-46a9-874c-e7843fa67a0c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","ae47a74a-8890-42c8-aad1-cc8b3922bb72","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","c71d9ec7-739c-4dd9-bbc5-4cde394b6516","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","faf23eac-30ad-456a-be93-b55c94112ef7","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","eab94054-93fe-47b0-b3ff-590e27f4f239","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","4b0aa048-9827-46cd-83ed-e45acf0f7b68","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","a51f2891-cee1-4634-8a76-405e416e9bd1","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","7c19e233-eeab-4e31-9e0f-ba2515901392","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","584f943c-9120-489d-bd47-fff19d70354e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","2308ecd1-0668-4f12-a93f-c2905fed5f45","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","bfbcd6e7-6951-4c8f-ba4a-2fdfb48eda5b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","ea5f9292-1699-41d5-abab-fcbf47f1b531","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","daa3a965-7097-4fbf-8d83-eec2e04a239c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","e95fb3d7-ef54-4947-99f2-fde67e0520d3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","90a7af76-6f4b-4534-9279-3a35e74cd293","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","f26b145b-c463-45f8-8460-c73b0b8f86d1","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","ecbe970b-2bfc-426a-8bb4-fe3e3a8d33cc","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","ae4033d7-5993-49bf-85d3-97acd5a50cb2","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","80cdb20d-aa06-4a75-a14f-95f5ab411efd","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","7b54365c-435d-4875-954b-852743ee15c0","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","a506c028-7624-43c3-8400-8fc6f4869468","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","e73e3398-33ee-4e2d-945f-a1734d31ff5f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","3199739e-6a4f-4aef-9da8-39436b79d83f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","30d6b967-9877-4422-9d3d-9ee569581beb","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","f8d162d6-48b6-4d00-9819-0d1ef1d9e9b8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220509","9d49e006-7da0-48be-9e70-47ae71902bdc","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","626141da-618e-47d8-8515-44cf5a034993","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","30618e42-0cbf-4a8e-801c-e1e6542165e3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","f71aee95-c80d-4e06-93b7-98c05be577b0","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","a084b79b-6686-416f-9aa2-b0b1ee6c89d8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","74190a77-abb5-489e-895f-77426bed4b65","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","106f6733-9b35-4eef-be8b-464aaf04ff13","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","a6d08af3-e3a9-410e-939a-4ad737e724f6","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","361a710f-a1ae-4e83-97d0-c24652ad143c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","48b66e06-5afd-4408-988d-9879420e810e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","e89dfb63-f2eb-491b-ac28-34c60155e810","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","1e6c3262-dfa0-4589-90dc-d3faf643dafd","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","97e20d2d-cbae-4f6d-8670-25e0359971f9","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","8771a136-f8af-48f7-b10f-b0d0d43b340d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","8f273394-852d-40bb-a10e-fb6d58cc0855","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","2d789077-02da-423d-bc3a-33dec0e28920","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","028a9421-f309-44b2-9833-06f6b6ada066","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","97d6877d-01be-49bb-b153-f8178c62dfe5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","b49d2916-3c28-4886-8502-68f57db0f462","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","0f269c6e-21db-4612-a8a3-4c35672cf073","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","66039ee8-ea57-464d-8341-3400cde2029f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","6b1f5315-1654-4e7a-a67c-d8f5f2dec7bc","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","075e1cf1-2bc9-46ed-8e0a-6933d6f0c5f8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","028da88b-e5a1-4304-aa1d-cf7bba1ea180","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","6bbe22fd-9251-492e-b395-f46906c9d46e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","7a645d7f-a594-4f20-bafb-85f220007e2d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","cc00747c-dc62-4e75-b56f-77ab0ad8bcef","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","1a638168-2db3-49e1-89b4-9f2046c05e29","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","bc8d461f-380d-4b42-9ef7-d249097dad2f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","653fe10a-cefa-460a-b8ed-2c313722d728","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","fdccad6d-bbd4-4f3f-af7e-719a5d680eab","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","f256d3fe-9a73-4263-a3d0-f40d23023a3e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","9e7e366d-3401-467e-a663-f8557e7e9c0c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","b14c078b-92ef-48f6-ae40-289a854f65bd","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","633693b3-e52d-4a3a-a74c-11f885de9b3b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","dfd43bf0-ab3e-4625-ba8d-463d43eeeeeb","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","5dec1ae0-a2f3-44ae-976b-89baf9601e02","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","cf85cd84-8ac3-4550-a44e-4cd669a24c63","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","63c596ec-6811-43ec-b64a-51e077d18221","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","624bd6ac-1139-4e4b-af1b-fd5d8f9fbc6a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","d9543619-0217-4f06-97e9-f08dbdec2e7e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","a3ce6b35-5e2e-46d4-ba3c-50801c613c88","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","ddec802a-ef46-4379-ac56-da5fe67044a4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","e2dd7c84-732c-4370-988a-b80b536344d0","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","bc168537-1805-468e-bc08-89d3936abe91","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","bb211628-6f66-4d96-bf1e-5fd9d9f99a62","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","e4aaf826-6612-4ecf-a23e-b99d9c7b3a89","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","8bca9f21-085e-4a88-b1d0-32c980525f4a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","6a930e2d-81cc-4dbd-8545-779441b9dc42","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","39e309a4-c5e8-4afb-b72a-ea314095879d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","2bca5011-5f91-49f6-8993-6d26329df9c1","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","7be8aa01-c912-43b2-a0ea-bf9ee69e1f89","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","212ae3b3-235f-41b0-beef-9a119bb667c3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","f0a55ad4-8bf7-44d8-b507-7ae3e823d35a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","f2a94552-b0fb-4140-83c1-a408d5b68ff2","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","a8dd8cde-3c38-418f-a1a2-b3a202ed74e3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","b5e44c38-b747-4fdf-bf47-d62f3db635de","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","c13a4082-50f7-435a-bfca-093c74912bb1","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","f603508c-4b89-4a92-8f0a-506c1284208f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","63a10774-7054-41eb-9cec-95aea1a15b01","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220531","2c119282-319f-40cf-9e2d-11ba8228771b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220620","a6da5f88-db80-4c58-a128-1d98ce846945","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220620","e3874573-cf1f-4bdd-abfe-7ccd40e517aa","Number of Ticks Used for Testing","1",NA
"SCBI_014.20220620","6a3172b8-4a81-42d4-9fd1-a4fc94bfd40f","Number of Ticks Used for Testing","1",NA
